LEAVING COND WATER TEMP.suministro condensador ch3 (deg F);CONDENSER PRESSURE.presion de Condensador (psi);EVAPORATOR PRESSURE.Presion Evaporador (psi);ENTERING COND WATER TEMP.retorno condensador ch3 (deg F);ENTERING CHW TEMP.retorno ch3 (deg F);LEAVING CHW TEMP.suministro ch3 (deg F);DISCHARGE TEMP.Temperatura Descarga (deg F);OIL SUMP TEMPERATURE.temperatura deposito aceite (deg F);EVAP SATURATION TEMP.Temperatura Saturacion Evaporador (deg F);COND SATURATION TEMP.Temperatura Saturacion Condensacion (deg F);OIL SUMP PRESSURE.Presion deposito aceite (psi);MOTOR CURRENT PCT FLA.% FLA CHILLER (%)
92.4;99.8;41.5;82.8;52.2;47.2;100.8;123.0;46.3;85.8;36.7;82.0
92.4;95.9;41.6;82.8;52.1;46.6;101.3;123.3;46.4;84.3;36.9;82.0
91.7;96.7;42.9;82.8;52.1;48.2;102.6;123.7;46.2;83.4;37.3;83.0
91.7;93.9;44.6;82.8;52.2;47.2;103.0;124.3;48.2;84.7;38.0;83.0
91.7;92.8;40.5;82.8;53.0;47.6;102.4;124.4;49.2;84.6;38.6;83.0
91.7;95.9;43.4;82.8;52.7;46.8;100.8;124.0;45.6;86.5;38.4;82.0
91.7;98.8;39.7;82.8;52.1;46.5;101.0;123.4;44.7;86.3;37.7;82.0
91.3;99.4;39.8;82.7;52.0;49.2;102.3;123.6;49.2;82.7;37.9;82.0
91.3;99.1;41.2;82.7;52.9;49.2;103.7;124.2;45.5;82.9;37.4;83.0
91.3;99.1;41.8;82.7;53.1;48.1;103.0;124.6;46.6;84.2;37.7;82.0
91.3;96.5;40.9;82.7;53.0;48.7;102.7;124.5;47.5;86.2;38.4;83.0
91.3;94.9;44.0;82.7;53.1;47.6;101.4;124.3;45.0;87.6;39.6;82.0
91.2;100.2;40.1;82.6;52.9;46.8;101.3;123.4;45.1;87.0;36.9;82.0
91.2;98.0;40.9;82.6;52.7;46.6;101.2;123.1;45.8;86.4;36.8;82.0
91.2;96.4;41.7;82.6;52.3;46.5;101.0;123.0;46.6;85.9;36.6;82.0
91.2;96.7;41.6;82.6;52.2;46.2;100.6;123.0;45.9;87.3;37.5;79.0
91.2;97.1;41.9;82.6;52.2;47.0;100.6;122.9;46.6;85.2;37.5;80.0
91.4;100.0;39.4;82.7;52.0;46.8;100.9;123.0;45.2;87.6;36.5;79.0
91.4;100.5;40.1;82.7;52.2;47.2;101.4;123.2;44.7;87.7;36.6;79.0
91.4;95.9;40.0;82.7;51.8;47.8;101.3;123.1;47.2;86.2;36.9;79.0
91.4;94.2;39.9;82.7;52.5;49.3;102.5;123.9;49.1;85.5;38.3;80.0
91.4;99.3;40.4;82.7;52.9;49.7;102.9;124.3;45.5;84.9;37.5;80.0
91.3;100.7;40.7;82.7;53.2;47.0;103.0;124.3;46.7;86.8;37.0;80.0
91.3;102.2;41.1;82.7;52.7;46.6;101.9;123.8;45.1;88.3;37.7;82.0
91.3;99.9;40.5;82.7;52.4;47.4;101.4;123.1;45.5;88.3;37.9;82.0
91.3;101.5;40.4;82.7;52.5;47.1;101.6;123.0;45.6;87.9;38.2;82.0
91.3;98.8;41.5;82.7;52.3;48.3;101.4;122.9;48.1;85.8;37.4;83.0
91.4;97.7;41.1;82.9;52.2;46.5;101.6;123.2;44.5;86.4;36.8;83.0
91.4;96.0;42.5;82.9;52.1;48.4;102.0;123.3;45.1;83.8;37.1;83.0
91.4;100.1;40.1;82.9;52.5;47.1;103.2;123.9;46.3;84.9;38.1;83.0
91.4;100.0;40.3;82.9;52.8;47.7;101.7;123.9;48.2;83.5;37.9;83.0
91.4;97.5;41.3;82.9;52.2;46.6;100.1;123.3;46.7;82.7;35.8;84.0
91.4;92.1;40.1;82.7;52.1;46.8;98.0;122.7;44.8;84.3;37.7;84.0
91.4;87.2;43.5;82.7;52.0;46.8;99.3;122.6;44.5;84.0;35.8;84.0
91.4;87.6;42.2;82.7;52.2;47.2;100.9;123.0;48.3;84.5;35.4;84.0
91.4;88.8;41.3;82.7;52.4;48.2;101.9;123.6;47.3;84.6;34.2;85.0
91.4;91.0;40.5;82.7;52.2;47.6;101.8;123.7;46.1;81.4;34.4;85.0
91.0;91.1;44.1;82.7;52.3;47.0;101.3;123.7;45.2;82.9;35.7;85.0
91.0;90.1;44.5;82.7;52.2;47.1;101.2;123.9;45.1;84.0;36.5;85.0
91.0;94.9;44.5;82.7;52.2;47.1;101.4;123.9;44.9;84.7;35.9;85.0
91.0;89.1;44.0;82.7;52.4;47.3;102.3;124.0;49.1;85.5;37.8;85.0
91.0;89.7;42.8;82.7;52.4;47.7;101.9;124.0;48.4;85.6;36.3;85.0
90.8;91.0;42.3;82.4;52.4;48.3;102.2;123.9;47.0;81.9;35.8;85.0
90.8;93.3;43.8;82.4;52.3;48.7;101.9;123.9;46.0;83.1;35.4;85.0
90.8;95.2;40.3;82.4;52.5;47.3;102.0;123.7;45.5;84.4;37.1;84.0
90.8;90.8;44.6;82.4;52.4;47.1;100.9;123.6;45.1;84.7;37.5;85.0
90.8;89.6;44.5;82.4;52.6;47.2;101.9;123.7;45.0;85.2;35.7;85.0
91.1;89.6;43.7;82.6;52.5;47.5;102.0;123.6;49.0;85.5;37.9;85.0
91.1;90.2;41.8;82.6;52.3;48.6;102.1;123.8;48.0;85.5;36.5;85.0
91.1;92.7;41.1;82.6;52.6;48.1;102.2;123.8;46.7;82.6;35.8;85.0
91.1;93.5;44.1;82.6;52.4;47.5;101.3;123.7;45.8;83.7;37.0;85.0
91.1;91.3;45.0;82.6;52.4;47.2;101.4;123.4;45.3;84.8;37.8;85.0
91.5;89.8;44.8;82.6;52.6;47.3;102.0;123.7;45.1;85.3;36.1;84.0
91.5;89.8;43.8;82.6;52.5;47.4;101.7;123.9;49.0;85.3;38.3;84.0
91.5;90.2;42.4;82.6;52.4;47.6;102.0;123.8;48.3;85.7;36.9;84.0
91.5;91.1;41.4;82.6;52.4;48.3;101.4;123.9;47.1;82.1;37.0;85.0
91.5;93.5;43.7;82.6;52.4;47.7;102.1;123.8;46.1;83.1;35.4;84.0
91.7;95.0;40.3;82.7;52.2;47.4;101.7;123.8;45.5;84.4;37.3;84.0
91.7;91.3;44.8;82.7;52.6;47.2;101.6;123.9;45.2;84.9;37.5;80.0
91.7;89.8;44.3;82.7;52.5;47.3;101.3;123.8;45.0;85.4;36.1;77.0
91.7;90.1;43.6;82.7;52.5;47.5;101.4;123.6;49.1;85.6;38.1;72.0
91.7;90.5;42.1;82.7;52.6;48.7;102.2;123.7;48.4;81.7;36.5;71.0
91.7;91.8;41.1;82.8;52.4;48.2;102.2;123.7;46.8;82.3;35.5;69.0
91.7;94.3;43.9;82.8;52.6;47.5;102.0;123.8;45.9;83.5;35.8;68.0
91.7;94.9;40.2;82.8;52.2;47.1;101.6;123.8;45.3;84.0;37.5;67.0
91.7;90.2;44.6;82.8;52.5;47.1;101.4;123.8;45.0;84.9;37.0;72.0
91.7;89.1;44.4;82.8;52.5;47.2;101.5;123.9;45.0;85.0;35.8;76.0
91.5;89.1;43.2;82.7;52.4;47.5;102.5;123.9;48.9;85.3;37.0;75.0
91.5;90.1;41.9;82.7;52.2;47.7;102.2;124.0;47.9;81.5;36.0;75.0
91.5;91.6;42.8;82.7;51.9;47.7;102.5;124.0;46.0;81.6;35.5;75.0
91.5;86.0;40.8;82.7;51.0;48.2;104.4;129.9;45.7;79.5;38.5;75.0
91.5;85.6;40.6;82.7;50.8;49.2;104.4;129.9;48.8;80.0;34.9;75.0
91.7;85.2;45.1;82.9;50.6;48.5;104.7;129.9;48.6;80.1;35.7;75.0
91.7;86.9;44.8;82.9;50.5;47.7;104.5;130.3;48.9;79.6;35.0;77.0
91.7;82.7;41.3;82.9;50.6;47.8;105.5;130.6;44.2;80.1;33.9;78.0
91.7;83.8;46.0;82.9;50.5;49.2;105.0;130.7;49.2;77.1;38.5;78.0
91.7;82.1;44.6;82.9;50.4;49.3;104.5;131.0;47.6;79.5;35.2;79.0
91.5;86.5;38.2;82.9;50.5;47.7;105.5;131.0;44.4;79.5;38.8;82.0
91.5;86.0;40.1;82.9;50.4;49.5;105.0;131.1;44.3;79.2;38.8;82.0
91.5;85.3;45.2;82.9;50.5;48.6;105.3;130.9;48.8;80.1;38.3;82.0
91.5;87.4;39.0;82.9;50.4;48.4;105.2;131.3;45.0;79.9;34.1;81.0
90.2;87.0;38.1;82.9;50.5;47.5;106.4;131.5;44.5;79.8;37.9;80.0
90.1;85.8;40.1;82.5;50.6;49.7;105.6;131.9;50.4;78.1;37.9;78.0
90.1;83.1;42.0;82.5;50.4;47.5;106.4;132.0;44.0;79.6;33.5;78.0
90.1;87.1;39.4;82.5;50.4;48.3;105.5;132.0;49.2;77.1;38.3;78.0
89.0;86.7;44.9;82.5;50.6;49.2;104.8;131.9;47.1;79.3;34.9;78.0
89.0;85.5;41.0;82.5;50.6;47.9;104.8;131.6;44.6;79.6;38.2;80.0
89.5;85.9;39.6;81.8;50.5;49.3;103.9;131.2;43.1;76.9;38.8;80.0
89.5;81.7;44.4;81.8;50.5;49.2;104.2;131.2;45.2;79.2;35.2;83.0
89.5;85.8;40.4;81.8;50.4;48.0;104.5;131.2;49.7;76.8;38.0;82.0
89.5;86.8;38.9;81.8;50.5;48.3;104.5;131.0;45.6;79.4;34.7;82.0
89.5;85.9;39.3;81.8;50.6;47.7;105.5;131.2;44.3;79.6;33.7;82.0
90.0;84.5;39.2;82.3;50.5;49.3;104.8;131.0;49.1;77.0;38.0;82.0
90.0;81.5;44.8;82.3;50.5;49.0;105.4;131.2;46.9;79.4;39.1;83.0
90.0;85.8;39.0;82.3;50.5;47.8;105.5;131.2;50.5;80.1;34.1;83.0
90.0;86.7;46.0;82.3;50.5;49.2;104.6;131.2;43.4;79.8;35.7;83.0
90.0;81.8;45.7;82.3;50.7;49.1;105.0;131.2;46.9;77.6;38.6;83.0
90.7;82.1;43.0;82.4;50.5;49.7;104.4;131.2;50.4;78.2;36.9;84.0
90.7;82.9;45.3;82.4;51.1;48.3;104.1;131.0;45.1;81.0;35.1;83.0
90.7;86.7;41.2;82.4;50.9;47.8;102.8;129.6;46.2;82.4;34.9;82.0
90.7;87.6;40.3;82.4;50.5;49.0;102.8;128.2;45.3;80.1;38.8;82.0
90.7;88.1;39.1;82.4;51.2;47.9;103.3;128.0;48.7;79.1;38.7;82.0
91.2;83.7;40.2;82.6;51.0;48.8;102.2;127.9;48.8;77.7;38.5;81.0
91.2;82.2;41.7;82.6;50.7;48.0;101.6;126.9;46.8;77.2;34.3;79.0
91.2;82.1;40.5;82.6;50.8;49.8;100.9;126.3;50.2;75.3;38.4;81.0
91.2;86.9;42.6;82.6;53.7;47.4;100.1;126.3;46.1;82.8;37.8;81.0
91.2;95.6;40.6;82.6;53.7;47.0;97.3;123.0;45.6;85.6;38.3;82.0
90.8;93.4;40.8;82.5;52.4;47.0;98.1;121.3;44.8;83.9;35.8;81.0
90.8;90.9;41.2;82.5;51.8;47.3;97.1;121.1;44.7;82.6;36.5;81.0
90.8;90.9;39.8;82.5;51.8;46.7;96.3;121.1;44.1;83.2;36.6;81.0
90.8;85.2;41.9;82.5;52.0;48.4;98.3;121.5;45.5;82.7;36.7;81.0
90.8;87.9;40.9;82.5;52.1;48.0;98.7;122.0;46.2;82.7;37.4;80.0
91.2;90.2;40.1;82.7;52.1;48.6;99.4;122.2;45.6;82.7;37.3;80.0
91.2;92.3;39.9;82.7;52.2;48.9;100.3;122.6;45.1;82.6;36.2;82.0
91.2;93.3;40.2;82.7;52.6;49.1;100.2;123.0;44.7;84.6;35.8;83.0
91.2;89.3;43.7;82.7;52.8;46.8;100.8;123.3;47.0;83.7;35.5;83.0
91.2;94.8;41.3;82.7;52.2;48.1;98.4;122.5;47.9;83.8;36.8;82.0
91.7;96.0;42.9;83.0;51.9;47.5;98.7;122.0;46.8;82.9;36.8;81.0
91.7;96.1;40.1;83.0;52.2;49.0;99.6;122.1;49.1;82.1;36.8;81.0
91.7;96.2;40.7;83.0;53.1;49.4;101.1;122.5;45.5;82.0;37.9;81.0
91.7;96.4;41.7;83.0;52.6;48.7;102.0;123.0;45.8;85.4;37.0;81.0
91.7;94.4;41.2;83.0;52.9;48.1;100.9;123.1;47.1;85.6;37.4;82.0
91.4;94.7;43.5;82.9;52.8;47.6;100.8;123.1;45.0;86.3;38.9;82.0
91.4;97.8;39.7;82.9;52.1;46.9;100.0;122.5;44.5;86.6;36.4;82.0
91.4;97.5;39.5;82.9;51.9;46.3;100.0;122.4;44.5;84.5;37.5;82.0
91.4;97.1;39.4;82.9;52.2;48.3;99.4;122.7;46.9;85.0;36.8;82.0
91.4;95.0;40.6;82.9;52.5;46.7;100.4;122.9;46.0;85.9;39.1;81.0
91.5;98.3;39.2;83.0;52.2;46.2;100.1;122.6;46.3;85.2;36.9;81.0
91.5;98.3;42.1;83.0;52.2;47.9;100.2;122.7;46.3;82.5;35.9;81.0
91.5;90.9;41.5;83.0;52.7;48.1;101.5;123.3;47.2;82.0;36.1;81.0
91.5;94.4;43.5;83.0;53.1;48.0;101.9;123.7;47.2;84.5;35.7;83.0
91.5;98.7;41.1;83.0;52.5;47.3;100.3;123.4;46.7;85.9;36.7;87.0
91.3;95.6;42.6;83.1;52.3;49.1;100.5;123.1;44.9;82.4;36.4;88.0
91.3;95.6;41.0;83.1;52.9;49.0;101.8;123.6;45.5;81.6;37.9;91.0
91.3;96.9;42.7;83.1;53.1;46.9;100.9;123.7;46.7;86.3;37.4;92.0
91.3;99.4;39.8;83.1;52.5;47.5;100.8;123.0;46.7;86.6;36.4;90.0
91.3;98.4;39.0;83.1;52.0;46.6;100.6;123.2;45.0;86.8;36.4;90.0
91.6;97.4;41.2;83.0;52.4;47.4;100.7;123.1;46.3;85.8;37.0;90.0
91.6;97.3;41.2;83.0;52.4;46.8;100.4;122.9;45.0;86.6;36.4;86.0
91.6;98.2;39.7;83.0;52.1;46.0;100.4;122.9;45.5;85.4;35.9;85.0
91.6;95.0;40.0;83.0;51.8;47.1;100.3;122.8;44.6;86.8;36.9;87.0
91.6;95.8;40.8;83.0;52.0;46.6;100.7;123.2;45.0;87.3;37.0;87.0
91.7;100.0;40.0;83.2;52.2;46.2;101.3;123.1;44.0;87.5;36.6;87.0
91.7;98.6;39.6;83.2;52.4;47.0;101.3;123.5;44.9;87.4;37.9;88.0
91.7;100.5;39.4;83.2;52.3;46.7;101.4;123.6;46.0;86.6;36.9;87.0
91.7;96.2;41.8;83.2;52.4;47.4;101.5;123.5;45.0;87.7;36.8;86.0
91.7;99.6;41.0;83.2;52.5;46.8;101.5;123.6;46.6;86.8;36.8;83.0
91.9;100.8;40.8;83.5;52.6;47.1;101.9;123.6;46.0;87.7;36.9;80.0
91.9;100.7;40.9;83.5;52.6;47.1;101.6;123.4;45.7;87.3;37.2;81.0
91.9;98.9;40.7;83.5;52.6;47.0;100.2;122.9;45.6;87.1;37.9;83.0
91.9;97.2;40.8;83.5;52.7;47.0;99.8;122.5;45.6;85.9;37.3;83.0
91.9;96.1;40.9;83.5;52.5;47.0;99.9;122.4;45.7;85.7;36.1;83.0
92.0;96.0;40.9;83.2;52.2;46.9;100.4;122.7;45.7;85.9;36.0;85.0
92.0;97.6;40.8;83.2;52.1;46.9;99.8;123.0;45.6;86.3;37.6;85.0
92.0;97.6;40.8;83.2;52.2;47.1;100.0;122.5;45.8;86.2;37.5;84.0
92.0;97.5;40.9;83.2;52.3;47.2;100.1;122.7;45.9;86.4;37.5;83.0
93.0;98.1;40.8;83.2;52.2;47.2;100.0;122.5;45.8;86.6;37.7;82.0
92.9;98.0;40.7;83.5;52.4;47.1;100.1;122.3;45.7;86.5;37.7;82.0
92.9;97.8;40.9;83.5;52.3;47.1;100.1;122.2;46.1;86.1;37.6;83.0
92.9;49.7;48.9;83.5;53.1;52.2;96.5;121.9;46.6;82.6;49.1;87.0
92.9;94.9;44.0;83.5;51.9;47.5;99.6;121.3;46.1;85.5;38.4;88.0
92.9;90.9;39.7;83.5;51.8;48.6;103.1;122.3;48.7;81.7;37.2;91.0
92.4;95.0;41.8;83.4;51.3;48.2;104.6;124.1;47.6;81.6;35.4;93.0
92.4;94.1;42.7;83.4;51.4;47.7;104.2;125.3;46.6;82.2;35.1;92.0
92.4;93.1;39.8;83.4;51.8;47.1;103.2;125.3;48.2;84.4;37.4;91.0
92.4;90.1;44.7;83.4;51.7;46.9;103.5;125.6;49.2;82.6;38.4;92.0
92.4;88.4;44.6;83.4;51.6;49.0;104.2;126.1;49.3;81.8;38.0;92.0
92.3;88.7;39.9;83.5;51.6;48.7;104.6;126.1;48.9;80.8;36.5;92.0
92.3;89.7;41.2;83.5;51.5;48.3;105.1;126.6;47.9;81.1;34.6;92.0
92.3;94.4;42.5;83.5;51.5;47.5;103.3;126.7;46.3;81.8;36.7;91.0
92.3;91.9;44.0;83.5;51.4;47.1;104.2;126.7;48.1;83.5;35.8;88.0
92.3;89.2;39.5;83.5;51.4;46.3;104.1;126.7;49.0;82.2;38.0;87.0
91.9;87.5;43.8;83.3;51.2;48.6;104.2;126.8;48.8;81.3;37.9;87.0
91.9;94.4;39.9;83.3;51.3;48.5;104.0;127.0;48.4;80.4;36.9;85.0
91.9;93.6;41.2;83.3;51.1;48.1;105.1;127.2;47.7;80.8;34.7;84.0
91.9;92.7;42.5;83.3;51.0;47.3;104.3;127.3;46.8;81.4;36.7;85.0
91.9;87.9;43.9;83.3;51.0;46.4;104.4;127.6;48.9;83.6;37.6;85.0
91.8;86.4;40.4;83.3;50.8;49.7;104.7;127.4;45.5;80.8;38.7;84.0
91.8;88.0;39.8;83.3;51.0;48.2;106.0;128.3;48.2;79.7;39.1;85.0
91.8;88.7;44.5;83.3;50.8;47.3;104.9;128.9;44.7;82.9;34.2;85.0
91.8;89.3;39.3;83.3;50.6;47.7;106.3;129.4;46.0;79.0;38.1;85.0
91.8;83.6;44.2;83.3;50.2;48.9;106.5;130.4;47.3;79.6;38.5;85.0
92.6;87.6;40.0;83.5;50.5;47.2;107.0;131.2;50.2;80.4;33.1;82.0
92.6;88.1;39.6;83.5;50.7;49.4;106.5;131.6;43.8;78.2;38.5;81.0
92.6;83.6;38.9;83.5;50.3;48.7;106.8;132.1;45.5;79.6;37.9;79.0
92.6;88.0;38.5;83.5;50.4;49.4;106.7;132.5;50.0;78.8;36.8;81.0
92.6;88.4;39.4;83.5;50.3;48.3;106.8;132.7;43.6;81.1;34.7;83.0
93.2;89.1;39.2;83.7;50.3;48.0;106.6;132.6;46.4;79.0;39.3;86.0
93.2;83.5;44.7;83.7;50.2;48.7;106.4;132.7;44.0;80.5;33.7;88.0
93.2;88.3;38.4;83.7;50.3;47.1;106.4;132.5;47.8;80.8;35.1;90.0
93.2;84.2;42.2;83.7;50.2;48.8;107.4;132.6;44.3;80.5;33.6;91.0
93.2;87.6;40.0;83.7;50.3;47.4;106.8;132.7;49.8;78.4;37.8;89.0
92.7;88.0;45.3;83.8;50.0;47.9;106.9;133.0;43.5;81.2;34.8;88.0
92.7;83.7;45.1;83.8;50.2;48.1;107.1;133.1;47.1;78.4;38.1;84.0
92.7;83.4;44.7;83.8;49.9;47.7;106.8;133.4;43.1;81.0;33.2;83.0
92.7;86.7;39.4;83.8;49.9;49.2;106.9;133.4;49.7;78.4;37.0;85.0
92.7;87.2;41.5;83.8;49.8;47.3;107.8;133.7;49.7;79.7;33.7;84.0
92.3;84.1;41.4;83.7;49.8;48.4;107.7;134.0;44.5;80.2;33.0;85.0
92.3;88.0;38.2;83.7;49.7;48.9;106.9;134.1;42.7;80.5;33.3;87.0
92.3;86.1;38.8;83.7;49.7;49.0;106.9;134.1;49.6;78.8;36.9;88.0
92.3;83.2;43.7;83.7;49.7;47.7;107.9;134.1;45.9;78.4;35.9;87.0
92.3;83.1;44.3;83.7;49.4;47.8;106.7;134.2;42.9;80.1;33.0;87.0
92.4;83.7;41.3;83.7;49.6;48.4;107.0;134.1;45.2;79.9;35.8;87.0
92.4;86.9;38.4;83.7;49.9;49.1;107.0;134.2;43.5;78.4;34.4;87.0
92.4;86.9;38.4;83.7;49.6;47.3;106.8;134.1;47.2;79.0;35.8;87.0
92.4;83.2;42.6;83.7;49.6;48.2;107.5;134.2;46.1;78.1;35.0;86.0
92.4;87.0;38.3;83.7;49.5;47.6;106.7;134.3;42.9;80.5;34.3;87.0
92.0;86.7;38.6;83.7;49.6;49.0;106.8;134.3;49.4;78.9;36.7;87.0
92.0;86.4;38.1;83.7;49.6;47.4;107.6;134.0;45.3;78.4;33.0;87.0
92.0;87.0;44.4;83.7;49.5;47.6;106.9;134.3;42.5;80.4;32.9;87.0
92.0;85.3;39.6;83.7;49.6;48.8;107.4;134.1;43.6;80.0;33.6;85.0
93.0;87.5;36.9;83.7;49.7;47.7;107.5;134.3;46.2;80.1;37.4;85.0
93.0;83.6;37.8;83.9;49.7;48.9;107.2;134.4;49.2;77.9;37.7;86.0
93.0;86.2;44.1;83.9;49.7;47.9;107.6;134.4;42.9;80.9;33.8;87.0
93.0;85.7;39.7;83.9;49.7;48.7;107.4;134.6;48.2;80.3;36.2;88.0
93.0;82.9;37.3;83.9;49.8;49.0;107.7;134.7;49.2;77.7;38.2;91.0
93.0;86.3;44.0;83.9;49.7;47.3;107.0;134.5;43.2;80.8;37.1;91.0
92.8;86.3;39.3;84.2;49.8;48.8;107.0;134.5;43.1;80.1;36.8;91.0
92.8;87.3;37.3;84.2;49.7;48.7;107.2;134.5;42.0;80.1;34.7;91.0
92.8;84.8;45.0;84.2;49.9;49.3;107.1;134.4;49.6;78.0;36.3;91.0
92.8;83.7;40.9;84.2;49.7;47.2;107.6;134.4;43.7;79.9;33.3;90.0
92.8;82.9;43.4;84.2;49.7;48.3;106.8;134.3;42.7;80.2;34.4;88.0
93.0;87.4;37.7;84.0;49.8;48.8;107.2;134.3;49.0;77.7;38.2;87.0
93.0;85.3;44.9;84.0;49.6;47.5;107.0;134.3;49.2;80.7;36.8;88.0
93.0;84.3;40.6;84.0;49.6;48.5;106.9;134.0;46.4;78.1;35.9;89.0
93.0;87.2;44.9;84.0;49.6;49.0;106.9;134.4;42.2;80.4;33.2;90.0
93.0;87.6;38.2;84.0;49.8;49.0;106.9;134.3;49.3;77.7;36.9;90.0
92.6;86.0;44.4;83.8;49.6;47.4;107.1;134.4;43.8;79.9;36.7;90.0
92.6;83.1;44.0;83.8;49.5;48.1;107.7;134.5;41.9;80.4;37.0;90.0
92.6;87.3;38.5;83.8;49.7;49.1;107.2;134.3;42.3;77.6;36.7;89.0
92.6;85.9;38.7;83.8;49.7;47.1;107.0;134.4;49.8;78.4;36.4;88.0
92.6;83.6;41.4;83.8;49.7;48.5;107.9;134.1;45.0;78.8;32.9;89.0
92.5;87.5;37.7;83.8;49.6;48.2;106.8;134.3;42.2;80.4;33.0;89.0
92.5;86.7;38.6;83.8;49.8;48.9;107.0;134.1;49.2;77.7;36.4;90.0
92.5;86.5;43.9;83.8;49.7;47.0;107.5;134.2;43.7;80.1;34.1;91.0
92.5;82.7;44.5;83.8;49.7;48.2;107.6;134.3;48.7;80.3;38.1;91.0
92.5;86.3;38.9;83.8;49.8;48.8;106.9;134.2;44.1;79.8;36.8;90.0
93.5;87.0;44.1;84.3;49.7;48.4;106.7;134.3;42.2;80.2;33.6;89.0
93.5;83.4;44.9;84.3;49.8;49.2;107.0;134.0;49.6;77.5;36.7;84.0
93.5;86.8;36.8;84.3;49.5;47.9;107.7;134.3;47.2;77.5;36.4;83.0
93.5;83.6;44.8;84.3;49.5;47.0;106.8;134.1;42.8;80.1;33.9;81.0
93.5;82.6;41.9;84.3;49.6;48.1;107.6;134.2;46.9;79.5;32.6;82.0
93.5;84.6;38.8;84.3;49.6;48.5;106.3;134.0;43.1;79.1;36.3;82.0
93.5;85.9;43.5;84.3;49.4;48.4;106.2;133.9;41.8;79.5;33.5;82.0
93.5;85.5;39.8;84.3;49.6;47.5;106.4;133.8;46.8;79.2;36.0;84.0
93.5;85.3;38.2;84.3;49.5;48.7;106.3;133.7;48.6;78.2;36.4;83.0
93.5;85.4;37.7;84.3;49.7;49.0;106.4;133.5;49.4;77.9;37.7;83.0
93.3;85.5;37.3;84.1;49.6;49.1;106.9;133.6;49.4;76.9;37.9;83.0
93.3;85.7;37.2;84.1;49.6;47.3;106.3;133.8;45.2;77.9;35.2;85.0
93.3;81.9;44.4;84.1;49.6;47.7;106.7;133.6;48.8;76.9;38.0;85.0
93.3;84.5;39.1;84.1;49.5;48.7;107.1;133.8;43.6;79.2;33.5;85.0
93.3;81.9;43.6;84.1;49.4;47.8;106.3;133.9;42.2;79.5;33.3;87.0
93.2;83.1;40.4;84.2;49.6;48.4;106.5;133.9;46.9;79.5;35.8;88.0
93.2;82.0;37.2;84.2;49.6;48.9;107.1;133.7;49.2;76.9;38.0;89.0
93.2;86.0;40.3;84.2;49.5;47.5;106.8;133.9;45.9;77.7;35.3;89.0
93.2;83.2;45.0;84.2;49.4;47.6;107.0;134.1;49.6;80.2;36.9;89.0
93.2;82.6;44.2;84.2;49.4;47.8;107.0;134.2;49.1;77.6;33.4;88.0
93.4;86.3;39.0;83.9;49.6;47.5;107.8;134.4;43.5;80.1;34.4;88.0
93.4;88.0;41.9;83.9;49.7;49.3;107.6;134.6;49.3;80.8;35.7;88.0
93.4;92.2;39.8;83.9;50.3;47.4;107.1;134.1;45.0;81.9;38.6;88.0
93.4;89.7;44.1;83.9;50.3;49.0;108.2;134.0;47.3;81.8;35.1;88.0
93.4;89.6;38.2;83.9;50.7;47.7;108.4;134.4;49.8;81.6;36.9;88.0
92.5;88.9;39.6;84.0;50.8;49.7;107.7;134.1;45.0;82.2;38.0;89.0
92.5;90.7;43.1;84.0;51.0;47.0;105.4;132.9;46.9;83.3;37.0;89.0
92.5;89.3;43.8;84.0;50.8;48.3;104.0;130.7;47.9;82.0;37.3;89.0
92.5;87.3;39.3;84.0;50.3;48.5;105.1;129.7;48.8;81.2;38.7;89.0
92.5;87.2;39.8;84.0;50.3;47.7;106.1;129.6;45.7;80.0;37.8;89.0
92.7;85.3;42.4;84.1;50.6;49.3;108.6;130.7;44.5;81.3;33.3;88.0
92.7;89.1;43.8;84.1;50.6;47.8;108.9;131.9;50.4;79.6;34.7;84.0
92.7;91.5;45.9;84.1;50.6;49.2;108.8;133.2;43.1;82.3;34.2;85.0
92.7;88.0;38.9;84.1;50.5;48.2;106.7;133.8;47.5;81.8;35.9;85.0
92.7;87.4;44.4;84.1;50.5;49.0;105.5;132.3;49.4;79.2;39.0;85.0
93.0;91.0;41.0;84.2;50.4;47.3;105.6;131.0;46.6;80.5;36.1;84.0
93.0;83.1;44.6;84.2;50.5;49.4;105.7;130.5;49.8;80.0;34.4;84.0
93.0;86.4;43.4;84.2;50.5;47.8;106.8;131.1;50.2;80.8;33.6;84.0
93.0;88.2;38.9;84.2;50.7;49.4;106.5;131.9;43.7;81.0;34.8;82.0
93.0;83.0;45.2;84.2;50.6;48.0;107.1;132.4;47.2;79.2;38.8;83.0
93.4;91.2;42.5;84.2;50.8;47.3;105.4;131.6;45.6;81.1;33.6;84.0
93.4;91.2;44.0;84.2;50.4;47.1;105.4;130.4;44.7;82.3;35.2;83.0
93.4;89.1;39.7;84.2;50.8;49.5;107.1;130.8;49.6;78.1;38.2;84.0
93.4;87.8;44.5;84.2;50.8;47.3;107.1;131.9;45.3;81.4;33.1;85.0
93.4;85.5;44.0;84.2;50.6;46.6;105.3;131.8;44.4;82.7;34.2;85.0
92.9;86.0;43.1;83.9;50.4;46.9;105.0;130.9;44.4;83.5;35.5;84.0
92.9;87.6;40.4;83.9;50.5;49.0;106.9;130.5;44.9;80.9;34.8;85.0
